station,lat,lon,area,locname,floor,elev,start_at,end_at
W43B,23.241,120.3177,Tainan,林鳳國小,1,16,2020-03-24,2020-04-27
W43B,23.241,120.3177,Tainan,林鳳國小,1,16,2020-04-28,9999-12-31
W43C,23.2659,120.4467,Tainan,東原國小,1,88,2020-03-24,2020-04-28
W43C,23.2659,120.4467,Tainan,東原國小,1,88,2020-04-29,9999-12-31
W43D,23.226,120.3484,Tainan,六甲國小,1,25,2020-04-28,9999-12-31
W43E,23.2222,120.4004,Tainan,湖東分校,1,130,2020-04-28,9999-12-31
W43F,23.2664,120.3879,Tainan,新山國小,1,40,2020-04-28,9999-12-31
W440,22.6564,120.4233,Kaohsiung,九曲國小,1,30,2019-04-09,9999-12-31
W441,22.5614,120.336,Kaohsiung,小港國小,2,3,2019-04-09,9999-12-31
W442,22.5076,120.3935,Kaohsiung,林園國小,1,7,2019-09-25,9999-12-31
W443,22.7599,120.293,Kaohsiung,五林國小,1,4,2020-04-27,9999-12-31
W444,22.7837,120.2473,Kaohsiung,彌陀國小,3,3,2020-04-27,9999-12-31
W445,22.727866,120.278262,Kaohsiung,援中國小,2,1,2021-01-18,9999-12-31
W446,22.851119,120.540862,Kaohsiung,吉東國小,1,58,2021-01-19,9999-12-31
W447,23.022574,120.561548,Kaohsiung,集來國小,1,175,2021-01-19,9999-12-31
W448,22.888264,120.480625,Kaohsiung,旗山國小,1,50,2021-01-19,9999-12-31
W449,23.248737,120.702867,Kaohsiung,民權國小,2,826,2021-01-20,9999-12-31
W44A,23.276186,120.720543,Kaohsiung,民生國小,2,704,2021-01-20,9999-12-31
W44B,22.847315,120.465447,Kaohsiung,溪洲國小,1,41,2021-01-21,9999-12-31
W44C,22.623642,120.271294,Kaohsiung,鼓山國小,1,-1,2021-01-21,9999-12-31
W450,22.8949,121.2479,Taitung,興隆國小,1,31,2019-05-09,9999-12-31
W451,22.9711,121.3049,Taitung,東河國小,1,37,2019-05-08,9999-12-31
W460,23.3794,120.2467,Chiayi,光榮國小,1,10,2019-07-25,9999-12-31
W461,23.336,120.2456,Chiayi,義竹國小,1,12,2019-07-25,9999-12-31
W462,23.3067,120.2084,Chiayi,過路國小,2,5,2019-07-25,9999-12-31
W463,23.5181,120.5911,Chiayi,龍山國小,1,227,2019-07-23,9999-12-31
W464,23.5557,120.7244,Chiayi,仁和國小,2,662,2019-11-06,9999-12-31
W465,23.502,120.6978,Chiayi,中和國小,1,1359,2019-11-07,9999-12-31
W466,23.3377,120.6832,Chiayi,新美國小,1,569,2019-11-08,9999-12-31
W467,23.5337,120.7215,Chiayi,太和國小,2,881,2019-11-06,9999-12-31
W468,23.5398,120.6655,Chiayi,瑞里國小,1,1041,2019-11-06,9999-12-31
W469,23.4923,120.7539,Chiayi,十字國小,2,1541,2019-11-07,9999-12-31
W46A,23.4054,120.7207,Chiayi,里佳分校,1,1083,2019-11-07,9999-12-31
W46B,23.4296,120.6602,Chiayi,隙頂國小,1,1242,2019-11-08,9999-12-31
W46C,23.561785,120.349194,Chiayi,古民國小,2,12,2020-09-10,9999-12-31
W46D,23.491675,120.186936,Chiayi,下楫國小,2,1,2020-09-10,9999-12-31
W46E,23.439445,120.538868,Chiayi,社口國小,1,139,2023-03-17,9999-12-31
W470,24.7476,121.6914,Ilan,大湖國小,1,24,2019-10-18,9999-12-31
W471,24.7795,121.6997,Ilan,湖山國小,1,91,2019-10-18,9999-12-31
W472,24.6541,121.7628,Ilan,順安國小,1,14,2019-10-17,9999-12-31
W473,24.6267,121.7435,Ilan,中山分校,1,44,2019-10-17,9999-12-31
W474,24.6927,121.7286,Ilan,大洲國小,1,21,2019-10-16,9999-12-31
W475,23.973472,121.56251,Hualien,吉安國小,1,44,2020-11-03,9999-12-31
W476,23.948446,121.547899,Hualien,南華國小,1,75,2020-11-03,9999-12-31
W47A,24.62488,121.148158,Hsinchu,竹林分校,1,939,2020-09-22,9999-12-31
W47B,24.655658,121.326428,Hsinchu,石磊國小,2,871,2020-09-23,9999-12-31
W47C,24.745289,121.039347,Hsinchu,山湖分校,1,172,2021-03-24,9999-12-31
W47D,24.9011,120.987684,Hsinchu,新豐國小,1,20,2021-03-25,9999-12-31
W47E,24.866934,121.136116,Hsinchu,清水國小,1,167,2021-03-25,9999-12-31
W47F,24.789462,121.183263,Hsinchu,東安國小,1,155,2021-03-25,9999-12-31
W480,23.992086,120.762598,Nantou,平林國小,2,193,2023-06-05,9999-12-31
W481,23.945037,120.790753,Nantou,清水國小,1,271,2023-06-05,9999-12-31
W482,24.148637,121.188577,Nantou,力行國小,2,1497,2023-06-05,9999-12-31
W483,24.179501,121.200094,Nantou,翠巒分校,2,1598,2023-06-05,9999-12-31
W484,23.980906,120.876617,Nantou,北山國小,1,345,2023-06-05,9999-12-31
W485,24.06645,120.876629,Nantou,長流國小,1,337,2023-06-05,9999-12-31
W48A,24.157477,120.665515,Taichung,台中科博館,-1,89,2022-08-31,9999-12-31
W48B,24.041928,120.700506,Taichung,921教育園區,1,82,2022-09-01,9999-12-31
W48C,23.794558,120.711857,Nantou,車籠埔保存園區,1,147,2022-09-01,9999-12-31
W48D,23.734977,120.78359,Nantou,鳳凰谷鳥園辦公室,2,772,2022-09-01,9999-12-31
W48E,24.557479,120.757642,Miaoli,西湖國小,1,33,2022-08-31,9999-12-31
W48F,24.034978,120.724939,Taichung,峰谷國小,1,139,2023-06-05,9999-12-31
